ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
462,Terciopelo recamado,"Terciopelo labrado en el que se combinan pelos cortados y bucles, siendo el efecto de los primeros más bajo que el de los segundos.",,Terciopelo labrado en el que se combina pelo cortado y bucles. El efecto de los primeros es más bajo que el de los segundos.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004",,"379, 553","http://vocab.getty.edu/aat/300264090, http://data.silknow.org/vocabulary/facet/velvet",379,,,,,,,,,,,,,,"462--Terciopelo recamado--Terciopelo labrado en el que se combinan pelos cortados y bucles, siendo el efecto de los primeros más bajo que el de los segundos."
463,Terciopelo rizado,Terciopelo liso o labrado cuya superficie está cubierta (completamente si es liso y en la zona del diseño si es terciopelo labrado) de bucles de la misma altura.,,Terciopelo liso o labrado cuya superficie está cubierta (completamente si es liso y en la zona del diseño si es labrado) de bucles de la misma altura.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949",terciopelo de rizo,613,"http://vocab.getty.edu/aat/300264090, http://data.silknow.org/vocabulary/facet/velvet",379,,,,,,,,,,,,,,463--Terciopelo rizado--Terciopelo liso o labrado cuya superficie está cubierta (completamente si es liso y en la zona del diseño si es terciopelo labrado) de bucles de la misma altura.
464,Tirador de lazos ,Obrero auxiliar encargado en los telares de tiro de separar los lazos y ejercer una tracción en las cuerdas seleccionadas para levantar los hilos de urdimbre convenientes para producir los efectos del dibujo,,"Obrero auxiliar encargado en los telares de tiro de separar los lazos y ejercer una tracción en las cuerdas seleccionadas, para levantar los hilos de urdimbre convenientes para producir los efectos del dibujo.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,449,"http://vocab.getty.edu/aat/300264089, http://data.silknow.org/vocabulary/facet/velvet",http://vocab.getty.edu/aat/300025349,,,,,,,,,,,,,,464--Tirador de lazos --Obrero auxiliar encargado en los telares de tiro de separar los lazos y ejercer una tracción en las cuerdas seleccionadas para levantar los hilos de urdimbre convenientes para producir los efectos del dibujo
380,Tiraz,"Tejido árabe de seda ricamente labrado en el que figuraban inscripciones laudatorias a Alá o a los príncipes y sultanes. Por extensión, lugar, barrio o taller donde se tejían estas sedas. Entre el siglo IX y XI, proliferaron un gran número de talleres dedicados a esta manufactura.",,"Tejido árabe de seda ricamente labrado en el que figuraban inscripciones laudatorias a Alá o a los príncipes, sultanes y personajes capaces de costear el elevado precio del tiraz.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Marín López, Rafael. Documentos para la historia de la seda en el Reino de Granada (siglos XV-XVIII). Granada: Universidad de Granada, 2008.",,,"http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/velvet",649,,,,,,,,,,,,,,"380--Tiraz--Tejido árabe de seda ricamente labrado en el que figuraban inscripciones laudatorias a Alá o a los príncipes y sultanes. Por extensión, lugar, barrio o taller donde se tejían estas sedas. Entre el siglo IX y XI, proliferaron un gran número de talleres dedicados a esta manufactura."
381,Tiritaña,Tela fina y endeble de seda.,,"Del fr. tiretaine. Tela fina y endeble de seda, usada en el siglo XVII, cuyo nombre podría proceder indirectamente de ""tire"", nombre francés de una tela de ""Tiro"". En el siglo XIX se llamó tiritaña a una tela fina de seda o lino muy de moda para vestidos vaporosos.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Castany Saládrigas, Francisco. Análisis de tejidos. Reconocimiento y análisis de fibras textiles, hilos y tejidos. Barcelona: Gustavo Gil S.A., 1944; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,488,http://vocab.getty.edu/aat/300264091,649,,,,,,,,,,,,,,381--Tiritaña--Tela fina y endeble de seda.
465,Tornasolado, Calificativo de un cruzamiento cuyas urdimbre y trama son de distinto color produciendo una tonalidad cambiable,,Adj. Se aplica a los tejidos con urdimbre y trama de distinto color cuya tonalidad es cambiable según el ángulo desde el cual se observa el tejido.,"«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949;CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963.Dávila Corona, Rosa., Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004.","tornasol, batido","119, 384, 387",http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,http://vocab.getty.edu/aat/300265783,,,,,,,,,,,,465--Tornasolado-- Calificativo de un cruzamiento cuyas urdimbre y trama son de distinto color produciendo una tonalidad cambiable
382,Torsión,"Del lat. torsio, -ōnis. Acción de torcer un hilo o varios para otorgarles mayor fuerza y resistencia. Dependiendo del sentido de ese torcido, la torsión de un hilo se define con las letras ""S"" o ""Z""",,"Del lat. torsio, -ōnis. Acción de torcer un hilo o varios para otorgarles mayor fuerza y resistencia. Dependiendo del sentido de ese torcido, la torsión de un hilo se define con las letras ""S"" o ""Z"".","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Marín López, Rafael. Documentos para la historia de la seda en el Reino de Granada (siglos XV-XVIII). Granada: Universidad de Granada, 2008.",,"372, 374, 276, 184, 485, 467",http://vocab.getty.edu/aat/300264091,http://vocab.getty.edu/aat/300231561,,,,,,,,,,,,,,"382--Torsión--Del lat. torsio, -ōnis. Acción de torcer un hilo o varios para otorgarles mayor fuerza y resistencia. Dependiendo del sentido de ese torcido, la torsión de un hilo se define con las letras ""S"" o ""Z"""
383,Hilo torzal,Hilo grueso de seda compuesto por varias hebras con una fuerte y marcada torsión que le da aspecto de cordoncillo.,,Hilo grueso de seda compuesto por varias hebras con una fuerte y marcada torsión que le da aspecto de cordoncillo.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,"151, 268",http://vocab.getty.edu/aat/300264091,277,,,,,,,,,,,,,,383--Hilo torzal--Hilo grueso de seda compuesto por varias hebras con una fuerte y marcada torsión que le da aspecto de cordoncillo.
384,Trama,"Conjunto de hilos horizontales que cruzados con la urdimbre, forman una tela. Se disponen transversalmente a los de la urdimbre a medida que se va tejiendo.",,"Del lat. trama. Conjunto de hilos horizontales que cruzados con la urdimbre, forman una tela.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,"436, 631, 359, 437, 438,  465, 469, 468, 471, 470, 472, 499",http://vocab.getty.edu/aat/300264090,645,,,,,,,,,,,,,,"384--Trama--Conjunto de hilos horizontales que cruzados con la urdimbre, forman una tela. Se disponen transversalmente a los de la urdimbre a medida que se va tejiendo."
,,,,,,,,,,,,,,,,,,,,,,,----
,,,,,,,,,,,,,,,,,,,,,,,----
469,Trama de alma,Gruesa trama insertada entre dos cruzamientos superpuestos para producir efectos de gran relieve,,Gruesa trama insertada entre dos cruzamientos para producir relieve.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",trama de mecha,,http://vocab.getty.edu/aat/300264090,384,,,,,,,,,,,,,,469--Trama de alma--Gruesa trama insertada entre dos cruzamientos superpuestos para producir efectos de gran relieve
468,Trama de base,Trama que constituye el ligamento base en los tejidos de varias tramas,,Trama que constituye el ligamento base en los tejidos de varias tramas.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",trama de fondo,,http://vocab.getty.edu/aat/300264090,384,,,,,,,,,,,,,,468--Trama de base--Trama que constituye el ligamento base en los tejidos de varias tramas
471,Trama espolinada,"Trama utilizada para los efectos de brocado, insertada con espolines",,"Trama suplementaria, decorativa y discontínua  que sólo aparece en los motivos ornamentales del dibujo, insertada con espolines en el momento del tisaje.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.; Ministerio de Cultura y Deporte. El temps de la Seda. Secretaría General Técnica. Centro de Publicaciones. Ministerio de Cultura y Deporte, 2018. Accedido 04 de diciembre de 2019. https://sede.educacion.gob.es/publiventa/inicio.action",,"190, 191, 192, 193,",http://vocab.getty.edu/aat/300264090,384,,,,,,,,,,,,,,"471--Trama espolinada--Trama utilizada para los efectos de brocado, insertada con espolines"
470,Trama lanzada,Trama suplementaria que pasa por toda la anchura de la tela ,,Trama suplementaria que pasa de parte a parte del ancho de la tela.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.","trama de lanceado, trama de lanzado","178, 384, 310",http://vocab.getty.edu/aat/300264090,384,,,,,,,,,,,,,,470--Trama lanzada--Trama suplementaria que pasa por toda la anchura de la tela 
472,Trama suplementaria,Trama que tiene como objeto formar la decoración encima de otra trama de base,,Trama que tiene como objeto formar la decoración encima de otra trama de base.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,http://vocab.getty.edu/aat/300264090,384,,,,,,,,,,,,,,472--Trama suplementaria--Trama que tiene como objeto formar la decoración encima de otra trama de base
385,Tul,"Tejido delgado y transparente de seda, algodón o hilo, que forma malla, generalmente en octógonos procedente del encaje. Comenzó a tejerse mecánicamente en Inglaterra en los años 30 del siglo XIX.",,"Del fr. tulle. Se establecieron en Tulle las primeras fábricas de este tejido, de ahí su nombre. Se caracteriza porque la trama va entrelazándose de un extremo a otro del tejido. Tiene aspecto de malla, suele ser fino y semitransparente.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015.",,341,http://vocab.getty.edu/aat/300264090,827,,http://vocab.getty.edu/aat/300256611,,,,,,,,,,,,"385--Tul--Tejido delgado y transparente de seda, algodón o hilo, que forma malla, generalmente en octógonos procedente del encaje. Comenzó a tejerse mecánicamente en Inglaterra en los años 30 del siglo XIX."
473,Tupido,"Sector del tejido en el que la trama está demasiado unida por exceso de espesor en las pasadas, sea por un exagerado ajuste irregular",,"Del part. de tupir. Voz genérica con la que se designa, entre otros, un tejido con la trama muy junta o apretada.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,"473--Tupido--Sector del tejido en el que la trama está demasiado unida por exceso de espesor en las pasadas, sea por un exagerado ajuste irregular"
386,Turquí,Azul oscuro.,,"Del ár. turkī, y este del turco türk. El color turquí no está definido con exactitud, por lo que puede referirse a cualquier azul muy oscuro, semejante al añil, al índigo o al azul de Prusia. Antiguamente se llamaba turquí al color índigo de la escala newtoniana, que es el azul más oscuro del espectro de luz visible; por ello a veces se define al turquí como el azul más oscuro posible.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Sanz, J., y R. Gallego. Diccionario del color. Madrid: Akal S.A., 2001.",,,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300311078,,,,,,,,,,,,,,386--Turquí--Azul oscuro.
387,Urdimbre,"Conjunto de hilos longitudianles que cruzados con los de la trama, forman una tela. Se disponen o se tienden a lo largo en el telar en forma paralela, para poder ser cruzados por la trama a medida que se va tejiendo.",,"Conjunto de hilos paralelos, regularmente espaciados, dispuestos en sentido longitudinal en el telar. ","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004.",," 503, 323, 325, 359, 438, 363, 465, 392, 498",http://vocab.getty.edu/aat/300264090,645,,http://vocab.getty.edu/aat/300227930,,,,,,,,,,,,"387--Urdimbre--Conjunto de hilos longitudianles que cruzados con los de la trama, forman una tela. Se disponen o se tienden a lo largo en el telar en forma paralela, para poder ser cruzados por la trama a medida que se va tejiendo."
388,Urdimbre base,"Urdimbre principal de un tejido y que por lo tanto forma la estructura de base del mismo. En los tejidos labrados, forma los efectos del dibujo y del fondo a la vez.",,"Urdimbre principal de un tejido y que por lo tanto forma la estructura de base del mismo. En los tejidos labrados, forma los efectos del dibujo y del fondo a la vez.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 1: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794. ",,,http://vocab.getty.edu/aat/300264090,387,,,,,,,,,,,,,,"388--Urdimbre base--Urdimbre principal de un tejido y que por lo tanto forma la estructura de base del mismo. En los tejidos labrados, forma los efectos del dibujo y del fondo a la vez."
389,Efecto de urdimbre,"Aquella que formando bastas, conforman un adorno en un tejido labrado, sobresaliendo por encima de otra urdimbre.",,La urdimbre destinada a trabajar en un efecto determinado.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.","urdimbre de fondo, urdimbre de efecto",,http://vocab.getty.edu/aat/300264090,175,,http://vocab.getty.edu/aat/300227865,,,,,,,,,,,,"389--Efecto de urdimbre--Aquella que formando bastas, conforman un adorno en un tejido labrado, sobresaliendo por encima de otra urdimbre."
390,Urdimbre de fondo,Aquella que forma un ligamento básico para servir de fondo a las urdimbres de efecto.,,La urdimbre destinada a trabajar en el fondo.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 1: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794. ",urdimbre,221,http://vocab.getty.edu/aat/300264090,387,,http://vocab.getty.edu/aat/300227851,,,,,,,,,,,,390--Urdimbre de fondo--Aquella que forma un ligamento básico para servir de fondo a las urdimbres de efecto.
391,Urdimbre de ligadura,Urdimbre secundaria de un tejido que ordinariamente sirve para sujetar las tramas decorativas o dar mayor consistencia al propio tejido.,,Urdimbre secundaria de un tejido que ordinariamente sirve para sujetar las tramas decorativas o dar mayor consistencia al propio tejido.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Gürtler, Max, and W. Kind. La Industria Textil. Barcelona: Editorial Labor, S.A., 1930",pelillo,317,http://vocab.getty.edu/aat/300264090,387,,,,,,,,,,,,,,391--Urdimbre de ligadura--Urdimbre secundaria de un tejido que ordinariamente sirve para sujetar las tramas decorativas o dar mayor consistencia al propio tejido.
475,Urdimbre de mecha,Urdimbre complementaria compuesta de hilo de mecha que tiene por objeto interponerse entre dos ligamentos para producir relieve,,Urdimbre complementaria compuesta de hilo de mecha que tiene por objeto intercalarse entre dos ligamentos para producir relieve.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,http://vocab.getty.edu/aat/300264090,387,,,,,,,,,,,,,,475--Urdimbre de mecha--Urdimbre complementaria compuesta de hilo de mecha que tiene por objeto interponerse entre dos ligamentos para producir relieve
474,Urdimbre de pelo,"En el terciopelo de seda, la urdimbre que forma los efectos del terciopelo",,"En el terciopelo de seda, la urdimbre que forma los efectos del terciopelo.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 1: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,"379, 438",http://vocab.getty.edu/aat/300264090,387,,,,,,,,,,,,,,"474--Urdimbre de pelo--En el terciopelo de seda, la urdimbre que forma los efectos del terciopelo"
392,Urdir,Preparar los hilos de urdimbre en la urdidera para tenderlos en el telar.,,Del lat. ordīri. Preparar los hilos de urdimbre en la urdidera para tenderlos en el telar.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Blanxart y Pedrals, Daniel. La Industria Textil. Barcelona: Imp. A. Ortega, 1946.",,"503, 387, 481",http://vocab.getty.edu/aat/300264090,670,,,,,,,,,,,,,,392--Urdir--Preparar los hilos de urdimbre en la urdidera para tenderlos en el telar.
393,Vellutero,"Término valenciano para designar al tejedor de terciopelo. Por extensión, el maestro tejedor de seda.",,Del cat. vellut 'velludo'. Término procedente del catalán que designa al tejedor de terciopleo. Por extensión el maestro tejedor de seda.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; «enciclopèdia.cat | El cercador de referència en català». Accedido 18 de enero de 2019. https://www.enciclopedia.cat/.",,379,http://vocab.getty.edu/aat/300264089,http://vocab.getty.edu/aat/300025349,,,,,,,,,,,,,,"393--Vellutero--Término valenciano para designar al tejedor de terciopelo. Por extensión, el maestro tejedor de seda."
394,Verdeceledón,"Color verde claro que se da a algunas telas, tiñéndolas primero de azul bajo y después de amarillo.",,Del fr. vert-céladon. Coloración específica verde moderada característica de los tejidos orientales que se tiñen de amarillo después de haberse teñido de azul moderado. ,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Boy, Jaime. Diccionario teórico, práctico, histórico y geográfico de comercio Vol. I-II-III-IV de la Junta de Comercio de Barcelona. Barcelona: Imprenta Valentín Torrás, 1840;Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004","celedón, celadón, verdeceladón",,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/30031108,,http://vocab.getty.edu/aat/300311400,,,,,,,,,,,,"394--Verdeceledón--Color verde claro que se da a algunas telas, tiñéndolas primero de azul bajo y después de amarillo."
395,Zarzahán,Tela de origen árabe. Tafetán de seda muy fina y con listas de colores.,,"Del ár. hisp. zardaẖán, este del ár. zardaẖānah, y este quizá del persa zar doẖān 'humo de oro'. Tela de origen árabe, su nombre procede de ""zardájana"" que significa en árabe seda fina. Tafetán de seda muy fina y con listas de colores que se empleaba en la España musulmana del siglo XV para forros, cojines, bolsas, ornamentos, cubiertas de caballos, etc., de prendas lujosas.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa,, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004;«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Moliner, María. Diccionario del Uso del Español. Gredos, 2016; Martínez Meléndez, Carmen. Los nombres de tejidos en castellano medieval. Granada: Publicaciones de la Universidad de Granada, 1989.",,"236, 322",http://vocab.getty.edu/aat/300264090,827,,,,,,,,,,,,,,395--Zarzahán--Tela de origen árabe. Tafetán de seda muy fina y con listas de colores.
477,Camino,"Ancho de la tela que corresponde a esta sección de montaje
Del lat. vulg. cammīnus, voz de or. celta, y este de or. hisp.; cf. celtíbero camanon.",dimensión,"Del lat. vulg. cammīnus, voz de or. celta, y este de or. hisp.; cf. celtíbero camanon. Ancho de la tela que corresponde al espacio por el que pasan todas las arcadas necesarias para formar un dibujo completo.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Montava Seguí, José Jorge. Teoría Del Diseño de Los Tejidos de Calada Ornamentales y Artísticos. Alcoy: Agrupación Empresarial Textil Alcoyana, 2001",,"519, 444",http://vocab.getty.edu/aat/300264087,642,,,,,,,,,,,,,,"477--Camino--Ancho de la tela que corresponde a esta sección de montaje
Del lat. vulg. cammīnus, voz de or. celta, y este de or. hisp.; cf. celtíbero camanon."
478,Baba,Hilo emitido por el gusano de seda para formar el capullo. Está compuesto de dos filamentos o briznas adheridas por medio del gres,,Del lat. vulg. baba; cf. bavōsus 'bobo'. Hilo emitido por el gusano de seda para formar el capullo. Está compuesto de dos filamentos o briznas adheridas por medio del gres.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 2: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,368,http://vocab.getty.edu/aat/300264091,http://vocab.getty.edu/aat/300231444,,,,,,,,,,,,,,478--Baba--Hilo emitido por el gusano de seda para formar el capullo. Está compuesto de dos filamentos o briznas adheridas por medio del gres
,,,,,,,,,,,,,,,,,,,,,,,----
,,,,,,,,,,,,,,,,,,,,,,,----
481,Urdidor,"Armazón de cañas o de listones de madera cruzados, que gira alrededor de uneje vertical y fijo en un pie, para que, colocadas en aquel las madejas del hilado, puedan devanarse con facilidad",objeto,"Armazón de cañas o de listones de madera cruzados, que gira alrededor de un eje vertical y fijo en un pie, para que, colocadas en aquel las madejas del hilado, puedan devanarse con facilidad.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; ","urdidera, urdidora","387, 392, 426, 493",http://vocab.getty.edu/aat/300264092,http://vocab.getty.edu/aat/300247544,,,,,,,,,,,,,,"481--Urdidor--Armazón de cañas o de listones de madera cruzados, que gira alrededor de uneje vertical y fijo en un pie, para que, colocadas en aquel las madejas del hilado, puedan devanarse con facilidad"
